referrer,views_total,views_unique
Google,2285,416
maplibre.org,1444,198
github.com,1175,178
DuckDuckGo,94,16
qiita.com,44,7
l.workplace.com,34,1
npmjs.com,31,5
Bing,29,10
search.brave.com,18,4
Baidu,13,2
