time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-21 00:00:00+00:00,300,54,653,202
2025-11-22 00:00:00+00:00,1220,63,1166,159
2025-11-23 00:00:00+00:00,1312,58,331,142
2025-11-24 00:00:00+00:00,1648,111,892,258
2025-11-25 00:00:00+00:00,2885,161,1131,287
2025-11-26 00:00:00+00:00,2250,147,1063,316
2025-11-27 00:00:00+00:00,813,78,802,243
2025-11-28 00:00:00+00:00,756,92,1207,248
2025-11-29 00:00:00+00:00,516,121,464,157
2025-11-30 00:00:00+00:00,107,64,380,153
2025-12-01 00:00:00+00:00,1170,230,1053,283
2025-12-02 00:00:00+00:00,541,119,1164,279
2025-12-03 00:00:00+00:00,761,266,736,251
2025-12-04 00:00:00+00:00,88,36,844,230
