url_path,views_total,views_unique
/maplibre/maplibre-native,1736,1033
/maplibre/maplibre-native/releases,459,162
/maplibre/maplibre-native/issues,390,118
/maplibre/maplibre-native/pulls,231,47
/maplibre/maplibre-native/tree/main/platform,102,71
/maplibre/maplibre-native/tree/main/platform/android,99,60
/maplibre/maplibre-native/tree/main,71,43
/maplibre/maplibre-native/tree/main/platform/android/MapLibreAndroidTestApp,64,43
/maplibre/maplibre-native/tags,60,16
/maplibre/maplibre-native/pull/4018,50,4
