referrer,views_total,views_unique
Google,1974,590
maplibre.org,1262,347
github.com,1022,209
Baidu,62,3
Bing,61,19
statics.teams.cdn.office.net,56,7
DuckDuckGo,48,12
chatgpt.com,30,12
wiki.openstreetmap.org,28,11
staticsint.teams.cdn.office.net,26,2
