referrer,views_total,views_unique
github.com,1049,329
maplibre.org,945,450
Google,756,444
chatgpt.com,39,22
pub.dev,28,19
Bing,28,18
yandex.ru,28,3
wiki.openstreetmap.org,21,15
search.brave.com,18,7
teams.public.onecdn.static.microsoft,18,5
