referrer,views_total,views_unique
Google,2236,718
maplibre.org,1371,491
github.com,892,192
chatgpt.com,125,63
Bing,53,29
DuckDuckGo,52,23
search.brave.com,37,8
pub.dev,32,22
wiki.openstreetmap.org,28,19
yandex.ru,28,8
