referrer,views_total,views_unique
Google,1247,445
maplibre.org,867,249
github.com,442,133
search.brave.com,60,7
DuckDuckGo,34,13
yandex.ru,31,5
wiki.openstreetmap.org,28,24
Bing,28,12
npmjs.com,27,8
cn.bing.com,18,9
