time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-18 00:00:00+00:00,888,170,318,141
2026-07-19 00:00:00+00:00,4631,187,325,176
2026-07-20 00:00:00+00:00,2186,216,503,207
2026-07-21 00:00:00+00:00,5534,357,598,200
2026-07-22 00:00:00+00:00,9507,329,573,207
2026-07-23 00:00:00+00:00,1283,438,635,232
2026-07-24 00:00:00+00:00,3578,539,491,219
2026-07-25 00:00:00+00:00,789,307,425,191
2026-07-26 00:00:00+00:00,539,109,226,117
2026-07-27 00:00:00+00:00,3830,324,336,146
2026-07-28 00:00:00+00:00,29546,223,518,176
2026-07-29 00:00:00+00:00,9048,267,613,239
2026-07-30 00:00:00+00:00,609,143,643,230
2026-07-31 00:00:00+00:00,440,107,521,204
