referrer,views_total,views_unique
Google,2410,801
maplibre.org,1226,446
github.com,751,193
chatgpt.com,90,53
DuckDuckGo,70,25
pub.dev,69,33
qt.io,67,42
ecosia.org,65,3
bgithub.xyz,59,1
Bing,55,23
