referrer,views_total,views_unique
Google,2334,673
maplibre.org,1296,386
github.com,675,174
Bing,92,32
wiki.openstreetmap.org,77,33
chatgpt.com,75,24
DuckDuckGo,60,22
gitcode.com,48,1
npmjs.com,42,12
Baidu,37,5
