referrer,views_total,views_unique
github.com,1380,346
Google,1326,504
maplibre.org,1255,424
Bing,69,31
DuckDuckGo,57,27
pub.dev,37,23
wiki.openstreetmap.org,27,14
chatgpt.com,24,13
link.gitcode.com,24,2
search.brave.com,23,10
