referrer,views_total,views_unique
Google,2430,789
maplibre.org,1920,510
github.com,669,177
chatgpt.com,122,43
Bing,56,22
wiki.openstreetmap.org,55,33
pub.dev,42,18
DuckDuckGo,38,24
search.brave.com,31,7
yandex.ru,25,6
