referrer,views_total,views_unique
github.com,1585,372
Google,1203,498
maplibre.org,1147,515
Bing,133,33
chatgpt.com,68,35
DuckDuckGo,51,11
Baidu,49,12
search.brave.com,32,11
pub.dev,28,19
wiki.openstreetmap.org,27,13
