referrer,views_total,views_unique
Google,2320,711
maplibre.org,2162,904
github.com,966,189
yandex.ru,131,8
chatgpt.com,119,58
Bing,98,17
DuckDuckGo,69,29
pub.dev,31,23
wiki.openstreetmap.org,30,24
ecosia.org,29,4
