referrer,views_total,views_unique
maplibre.org,993,430
github.com,868,278
Google,854,428
chatgpt.com,36,20
Bing,32,18
link.gitcode.com,22,4
pub.dev,20,15
wiki.openstreetmap.org,17,12
DuckDuckGo,17,9
mvnrepository.com,17,5
