referrer,views_total,views_unique
Google,2042,386
github.com,1393,129
maplibre.org,1232,193
wiki.52north.org,78,4
npmjs.com,71,12
cn.bing.com,53,8
DuckDuckGo,48,18
Bing,36,13
forums.developer.apple.com,17,8
chat.openai.com,16,1
