time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-19 00:00:00+00:00,189,8,768,234
2024-11-20 00:00:00+00:00,311,11,902,224
2024-11-21 00:00:00+00:00,152,11,647,182
2024-11-22 00:00:00+00:00,105,11,754,196
2024-11-23 00:00:00+00:00,5,5,208,81
2024-11-24 00:00:00+00:00,16,4,300,65
2024-11-25 00:00:00+00:00,276,15,834,217
2024-11-26 00:00:00+00:00,239,13,988,208
2024-11-27 00:00:00+00:00,344,22,718,189
2024-11-28 00:00:00+00:00,303,10,593,189
2024-11-29 00:00:00+00:00,97,6,691,162
2024-11-30 00:00:00+00:00,528,4,639,94
2024-12-01 00:00:00+00:00,101,5,280,81
2024-12-02 00:00:00+00:00,162,13,826,196
