referrer,views_total,views_unique
Google,2544,625
maplibre.org,2032,295
github.com,1114,185
Bing,138,37
cn.bing.com,63,10
ecosia.org,55,1
DuckDuckGo,50,21
chatgpt.com,45,21
pub.dev,37,16
docs.locationiq.com,34,5
