referrer,views_total,views_unique
Google,2382,817
maplibre.org,1541,515
github.com,791,214
DuckDuckGo,80,30
wiki.openstreetmap.org,67,36
Bing,60,28
chatgpt.com,57,36
yandex.ru,52,7
bgithub.xyz,48,2
pub.dev,40,21
