referrer,views_total,views_unique
Google,2890,397
maplibre.org,1812,254
github.com,1352,179
DuckDuckGo,70,14
wiki.52north.org,68,5
cn.bing.com,49,10
npmjs.com,43,12
forums.developer.apple.com,40,12
Bing,23,9
github-wiki-see.page,19,1
