referrer,views_total,views_unique
Google,1893,622
maplibre.org,893,316
github.com,854,182
Bing,89,25
statics.teams.cdn.office.net,66,7
DuckDuckGo,49,13
wiki.openstreetmap.org,35,14
chatgpt.com,30,10
pub.dev,27,17
search.brave.com,27,6
