referrer,views_total,views_unique
github.com,983,328
maplibre.org,970,476
Google,936,463
Bing,59,27
pub.dev,54,20
DuckDuckGo,41,14
chatgpt.com,29,21
mvnrepository.com,19,6
statics.teams.cdn.office.net,14,6
search.brave.com,13,9
