time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-15 00:00:00+00:00,474,45,1036,242
2025-04-16 00:00:00+00:00,349,68,1159,247
2025-04-17 00:00:00+00:00,466,42,1079,226
2025-04-18 00:00:00+00:00,1056,69,944,179
2025-04-19 00:00:00+00:00,133,22,397,112
2025-04-20 00:00:00+00:00,327,51,272,111
2025-04-21 00:00:00+00:00,1072,103,1039,247
2025-04-22 00:00:00+00:00,852,79,1157,247
2025-04-23 00:00:00+00:00,224,57,1096,290
2025-04-24 00:00:00+00:00,582,157,998,263
2025-04-25 00:00:00+00:00,497,102,4699,226
2025-04-26 00:00:00+00:00,651,34,337,109
2025-04-27 00:00:00+00:00,142,31,343,103
2025-04-28 00:00:00+00:00,868,94,975,237
