referrer,views_total,views_unique
Google,2373,859
maplibre.org,1830,522
github.com,879,204
bgithub.xyz,254,2
Bing,91,32
chatgpt.com,79,33
wiki.openstreetmap.org,72,38
DuckDuckGo,44,19
pub.dev,29,24
search.brave.com,21,6
