referrer,views_total,views_unique
Google,2330,388
maplibre.org,1665,245
github.com,1211,167
DuckDuckGo,62,14
wiki.52north.org,54,4
cn.bing.com,50,11
npmjs.com,45,13
Bing,37,13
forums.developer.apple.com,29,11
jira.tp.michelin.com,25,9
