url_path,views_total,views_unique
/maplibre/maplibre-native,2015,1171
/maplibre/maplibre-native/issues,921,589
/maplibre/maplibre-native/pulls,609,492
/maplibre/maplibre-native/forks,472,456
/maplibre/maplibre-native/releases,442,196
/maplibre/maplibre-native/tree/main/platform/android,110,68
/maplibre/maplibre-native/tree/main/platform,85,66
/maplibre/maplibre-native/tree/main,75,57
/maplibre/maplibre-native/releases/tag/android-v13.0.1,64,48
/maplibre/maplibre-native/tree/main/platform/android/MapLibreAndroidTestApp,61,53
