time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-10 00:00:00+00:00,205,74,187,48
2024-03-11 00:00:00+00:00,5336,326,1045,134
2024-03-12 00:00:00+00:00,5265,330,1037,151
2024-03-13 00:00:00+00:00,6198,465,1464,178
2024-03-14 00:00:00+00:00,5532,394,1328,167
2024-03-15 00:00:00+00:00,3313,399,1013,120
2024-03-16 00:00:00+00:00,101,35,332,52
2024-03-17 00:00:00+00:00,90,52,428,54
2024-03-18 00:00:00+00:00,1814,251,1317,140
2024-03-19 00:00:00+00:00,912,249,1271,157
2024-03-20 00:00:00+00:00,842,219,897,137
2024-03-21 00:00:00+00:00,686,166,916,122
2024-03-22 00:00:00+00:00,569,151,766,116
2024-03-23 00:00:00+00:00,55,30,360,53
