time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-29 00:00:00+00:00,9048,267,613,239
2026-07-30 00:00:00+00:00,609,143,643,230
2026-07-31 00:00:00+00:00,440,107,521,204
2026-08-01 00:00:00+00:00,725,246,334,141
2026-08-02 00:00:00+00:00,9494,172,289,193
2026-08-03 00:00:00+00:00,776,271,757,342
2026-08-04 00:00:00+00:00,1549,213,792,244
2026-08-05 00:00:00+00:00,991,279,648,237
2026-08-06 00:00:00+00:00,563,207,678,234
2026-08-07 00:00:00+00:00,1089,233,701,240
2026-08-08 00:00:00+00:00,506,185,280,136
2026-08-09 00:00:00+00:00,509,150,359,171
2026-08-10 00:00:00+00:00,7249,270,620,239
2026-08-11 00:00:00+00:00,1462,233,840,269
