referrer,views_total,views_unique
Google,2305,672
maplibre.org,1294,379
github.com,661,165
Bing,92,31
chatgpt.com,80,27
wiki.openstreetmap.org,75,33
DuckDuckGo,63,25
gitcode.com,48,1
npmjs.com,41,13
Baidu,41,6
