referrer,views_total,views_unique
Google,1604,565
maplibre.org,1137,296
github.com,559,181
search.brave.com,58,6
wiki.openstreetmap.org,40,29
DuckDuckGo,31,14
npmjs.com,30,5
t.co,28,12
chatgpt.com,22,17
pub.dev,18,12
