referrer,views_total,views_unique
Google,1739,656
maplibre.org,1646,540
github.com,1590,375
fossunited.org,126,40
chatgpt.com,65,15
wiki.openstreetmap.org,58,23
Bing,45,20
DuckDuckGo,44,27
pub.dev,41,30
search.brave.com,27,12
