referrer,views_total,views_unique
Google,2449,807
maplibre.org,1911,506
github.com,858,206
chatgpt.com,92,40
bgithub.xyz,65,2
Bing,61,21
pub.dev,47,19
wiki.openstreetmap.org,40,29
DuckDuckGo,38,24
npmjs.com,30,13
