time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-02 00:00:00+00:00,252,55,455,184
2026-01-03 00:00:00+00:00,82,40,318,140
2026-01-04 00:00:00+00:00,122,48,502,186
2026-01-05 00:00:00+00:00,713,89,874,260
2026-01-06 00:00:00+00:00,642,158,1268,255
2026-01-07 00:00:00+00:00,1830,236,917,250
2026-01-08 00:00:00+00:00,761,119,643,222
2026-01-09 00:00:00+00:00,802,98,607,197
2026-01-10 00:00:00+00:00,703,62,420,151
2026-01-11 00:00:00+00:00,1659,156,376,167
2026-01-12 00:00:00+00:00,662,133,899,263
2026-01-13 00:00:00+00:00,908,132,1111,278
2026-01-14 00:00:00+00:00,1092,132,1095,397
2026-01-15 00:00:00+00:00,519,171,878,258
