referrer,views_total,views_unique
Google,2025,598
maplibre.org,1381,495
github.com,536,167
chatgpt.com,168,58
yandex.ru,129,17
Bing,45,21
pub.dev,38,28
wiki.openstreetmap.org,34,12
DuckDuckGo,30,19
gitverse.ru,27,2
