referrer,views_total,views_unique
github.com,1907,430
Google,1293,471
maplibre.org,1161,584
chatgpt.com,73,40
Bing,44,30
DuckDuckGo,40,21
mvnrepository.com,36,3
pub.dev,32,19
search.brave.com,29,9
wiki.openstreetmap.org,20,15
