referrer,views_total,views_unique
Google,1847,613
maplibre.org,879,323
github.com,865,184
Bing,74,23
statics.teams.cdn.office.net,47,7
DuckDuckGo,45,12
chatgpt.com,35,12
staticsint.teams.cdn.office.net,35,2
wiki.openstreetmap.org,34,13
pub.dev,28,17
