referrer,views_total,views_unique
Google,2433,841
maplibre.org,1898,927
github.com,912,226
chatgpt.com,158,71
yandex.ru,122,18
search.brave.com,51,11
DuckDuckGo,39,24
npmjs.com,38,19
pub.dev,33,27
bgithub.xyz,33,1
