referrer,views_total,views_unique
github.com,1516,390
Google,1350,548
maplibre.org,1092,456
Bing,103,47
pub.dev,32,26
DuckDuckGo,32,16
search.brave.com,30,10
chatgpt.com,27,18
wiki.openstreetmap.org,24,12
Baidu,23,8
