referrer,views_total,views_unique
Google,2249,833
maplibre.org,1588,522
github.com,866,190
chatgpt.com,138,71
Bing,98,31
DuckDuckGo,96,15
wiki.openstreetmap.org,73,33
cn.bing.com,58,13
yandex.ru,56,9
pub.dev,50,33
