url_path,views_total,views_unique
/maplibre/maplibre-native,2017,1138
/maplibre/maplibre-native/issues,904,589
/maplibre/maplibre-native/pulls,632,492
/maplibre/maplibre-native/forks,472,456
/maplibre/maplibre-native/releases,464,202
/maplibre/maplibre-native/tree/main/platform/android,113,70
/maplibre/maplibre-native/tree/main/platform,86,64
/maplibre/maplibre-native/tree/main,69,53
/maplibre/maplibre-native/pull/4190,67,31
/maplibre/maplibre-native/tree/main/platform/android/MapLibreAndroidTestApp,61,53
