referrer,views_total,views_unique
Google,2264,603
maplibre.org,1335,327
github.com,1086,223
Baidu,69,6
Bing,63,20
statics.teams.cdn.office.net,56,6
DuckDuckGo,52,16
chatgpt.com,37,15
wiki.openstreetmap.org,31,12
pub.dev,26,16
