referrer,views_total,views_unique
Google,1493,515
maplibre.org,1041,282
github.com,507,159
search.brave.com,58,6
wiki.openstreetmap.org,34,25
DuckDuckGo,33,15
t.co,27,11
npmjs.com,19,5
pub.dev,17,11
cn.bing.com,17,9
