referrer,views_total,views_unique
Google,2577,632
maplibre.org,1786,267
github.com,1032,186
Bing,222,29
yandex.ru,78,7
search.brave.com,61,6
DuckDuckGo,58,21
npmjs.com,57,14
cn.bing.com,43,13
maptiler.com,38,1
