referrer,views_total,views_unique
github.com,2014,553
maplibre.org,1329,630
Google,1140,486
chatgpt.com,78,43
mvnrepository.com,57,5
Bing,46,31
DuckDuckGo,27,17
search.brave.com,23,14
teams.public.onecdn.static.microsoft,22,13
pub.dev,20,12
