referrer,views_total,views_unique
Google,2382,708
maplibre.org,1595,416
github.com,786,181
Bing,81,20
DuckDuckGo,60,23
chatgpt.com,56,30
gitlab.com,45,1
wiki.openstreetmap.org,34,25
pub.dev,33,18
t.co,31,5
