referrer,views_total,views_unique
Google,2071,761
maplibre.org,1528,467
github.com,753,188
DuckDuckGo,97,30
chatgpt.com,59,31
wiki.openstreetmap.org,55,34
Bing,52,21
npmjs.com,34,12
worldwind.arc.nasa.gov,32,1
pub.dev,29,19
