referrer,views_total,views_unique
Google,1835,688
maplibre.org,1446,445
github.com,573,167
DuckDuckGo,85,26
Bing,80,19
chatgpt.com,52,30
wiki.openstreetmap.org,45,28
forums.developer.apple.com,30,11
npmjs.com,25,10
pub.dev,24,13
