referrer,views_total,views_unique
Google,2825,602
maplibre.org,2333,318
github.com,1314,197
Bing,115,22
DuckDuckGo,97,13
npmjs.com,75,18
pub.dev,42,18
cn.bing.com,41,10
wiki.openstreetmap.org,39,17
maptiler.com,28,2
