referrer,views_total,views_unique
Google,2386,738
maplibre.org,1433,520
github.com,873,194
chatgpt.com,121,58
Bing,64,28
DuckDuckGo,53,20
search.brave.com,35,9
wiki.openstreetmap.org,30,21
cn.bing.com,30,9
pub.dev,29,24
