referrer,views_total,views_unique
Google,1302,430
maplibre.org,852,241
github.com,429,121
search.brave.com,38,5
DuckDuckGo,31,17
yandex.ru,31,5
Bing,30,12
npmjs.com,30,10
wiki.openstreetmap.org,27,21
pub.dev,18,12
