time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-13 00:00:00+00:00,320,82,1095,207
2025-06-14 00:00:00+00:00,36,20,319,90
2025-06-15 00:00:00+00:00,142,39,296,102
2025-06-16 00:00:00+00:00,565,74,985,281
2025-06-17 00:00:00+00:00,323,66,1275,265
2025-06-18 00:00:00+00:00,351,66,945,229
2025-06-19 00:00:00+00:00,596,62,981,271
2025-06-20 00:00:00+00:00,389,62,841,250
2025-06-21 00:00:00+00:00,345,60,451,184
2025-06-22 00:00:00+00:00,234,36,480,168
2025-06-23 00:00:00+00:00,613,87,1128,308
2025-06-24 00:00:00+00:00,1315,126,1344,279
2025-06-25 00:00:00+00:00,946,95,1172,302
2025-06-26 00:00:00+00:00,963,83,1279,241
