referrer,views_total,views_unique
Google,2192,770
maplibre.org,1551,533
github.com,745,181
chatgpt.com,121,79
yandex.ru,84,14
wiki.openstreetmap.org,55,27
pub.dev,46,33
cn.bing.com,46,9
Bing,40,29
DuckDuckGo,33,18
