referrer,views_total,views_unique
Google,2302,417
maplibre.org,1512,209
github.com,1136,174
DuckDuckGo,145,25
wiki.52north.org,65,5
Bing,48,21
yandex.ru,43,12
npmjs.com,41,11
wiki.openstreetmap.org,32,3
Baidu,28,4
