referrer,views_total,views_unique
Google,2285,802
maplibre.org,1750,707
github.com,800,222
chatgpt.com,171,78
yandex.ru,117,18
Bing,57,26
cn.bing.com,51,15
pub.dev,42,34
wiki.openstreetmap.org,38,19
DuckDuckGo,37,18
