referrer,views_total,views_unique
github.com,1081,303
maplibre.org,917,513
Google,823,425
Bing,70,31
DuckDuckGo,46,22
chatgpt.com,29,18
wiki.openstreetmap.org,26,14
search.brave.com,25,8
mvnrepository.com,17,4
pub.dev,14,13
