referrer,views_total,views_unique
github.com,1800,538
maplibre.org,1224,681
Google,783,428
chatgpt.com,75,36
Bing,60,29
search.brave.com,40,15
mvnrepository.com,32,5
teams.public.onecdn.static.microsoft,25,14
DuckDuckGo,23,17
Baidu,16,12
