referrer,views_total,views_unique
Google,3155,601
maplibre.org,1776,279
github.com,1031,172
DuckDuckGo,139,26
chatgpt.com,62,22
Bing,57,25
npmjs.com,55,11
staticsint.teams.cdn.office.net,34,5
Baidu,33,8
wiki.openstreetmap.org,27,16
