referrer,views_total,views_unique
Google,1807,540
maplibre.org,1240,446
github.com,465,150
chatgpt.com,141,54
yandex.ru,126,15
Bing,42,20
pub.dev,35,25
DuckDuckGo,29,18
gitverse.ru,27,2
wiki.openstreetmap.org,25,11
