time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-02 00:00:00+00:00,215,29,418,204
2025-11-03 00:00:00+00:00,405,72,815,274
2025-11-04 00:00:00+00:00,266,65,1148,298
2025-11-05 00:00:00+00:00,461,116,1052,268
2025-11-06 00:00:00+00:00,385,71,942,274
2025-11-07 00:00:00+00:00,252,73,844,238
2025-11-08 00:00:00+00:00,122,40,325,131
2025-11-09 00:00:00+00:00,134,46,324,129
2025-11-10 00:00:00+00:00,565,72,957,254
2025-11-11 00:00:00+00:00,309,74,1021,318
2025-11-12 00:00:00+00:00,287,65,983,270
2025-11-13 00:00:00+00:00,277,67,759,266
2025-11-14 00:00:00+00:00,608,111,797,253
2025-11-15 00:00:00+00:00,170,34,419,133
