referrer,views_total,views_unique
Google,2482,787
maplibre.org,1840,904
github.com,872,202
chatgpt.com,146,65
yandex.ru,100,16
Bing,46,15
search.brave.com,46,11
npmjs.com,39,19
DuckDuckGo,38,22
bgithub.xyz,33,1
