time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-02 00:00:00+00:00,803,63,378,104
2025-09-03 00:00:00+00:00,292,67,841,223
2025-09-04 00:00:00+00:00,310,50,938,214
2025-09-05 00:00:00+00:00,138,32,627,192
2025-09-06 00:00:00+00:00,337,38,191,90
2025-09-07 00:00:00+00:00,59,22,250,95
2025-09-08 00:00:00+00:00,707,68,830,257
2025-09-09 00:00:00+00:00,85,43,889,239
2025-09-10 00:00:00+00:00,281,58,792,231
2025-09-11 00:00:00+00:00,557,61,959,242
2025-09-12 00:00:00+00:00,440,72,768,209
2025-09-13 00:00:00+00:00,109,43,328,99
2025-09-14 00:00:00+00:00,96,34,227,87
2025-09-15 00:00:00+00:00,241,73,976,250
2025-09-16 00:00:00+00:00,156,40,390,123
