referrer,views_total,views_unique
Google,2512,450
maplibre.org,1325,210
github.com,1242,167
npmjs.com,110,18
DuckDuckGo,44,14
Bing,37,14
cn.bing.com,34,8
forums.developer.apple.com,27,12
docs.maptiler.com,26,3
gist.github.com,21,3
