referrer,views_total,views_unique
Google,2513,847
maplibre.org,1916,519
github.com,900,203
bgithub.xyz,335,2
chatgpt.com,110,46
Bing,78,28
wiki.openstreetmap.org,73,41
pub.dev,49,24
DuckDuckGo,34,17
t.co,20,8
