time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-17 00:00:00+00:00,882,153,1263,232
2025-09-18 00:00:00+00:00,1078,136,1098,247
2025-09-19 00:00:00+00:00,665,123,745,213
2025-09-20 00:00:00+00:00,435,89,346,108
2025-09-21 00:00:00+00:00,203,94,401,111
2025-09-22 00:00:00+00:00,582,122,979,251
2025-09-23 00:00:00+00:00,464,73,1002,241
2025-09-24 00:00:00+00:00,236,88,633,228
2025-09-25 00:00:00+00:00,210,68,851,249
2025-09-26 00:00:00+00:00,541,72,1081,255
2025-09-27 00:00:00+00:00,107,34,329,136
2025-09-28 00:00:00+00:00,158,55,419,132
2025-09-29 00:00:00+00:00,351,87,1098,237
2025-09-30 00:00:00+00:00,339,88,1011,247
